title,abstract,publish_time,journal,authors,source_x
Study 1155 on COVID-19 transmission and response,This paper 1155 discusses key findings about SARS-CoV-2 and public health measures.,2021-08-19,The Lancet,Doe J; Smith A,WHO
Study 1156 on COVID-19 transmission and response,This paper 1156 discusses key findings about SARS-CoV-2 and public health measures.,2019-02-07,JAMA,Doe J; Smith A,PMC
Study 1157 on COVID-19 transmission and response,This paper 1157 discusses key findings about SARS-CoV-2 and public health measures.,2022-08-23,Unknown,Doe J; Smith A,CZI
Study 1158 on COVID-19 transmission and response,This paper 1158 discusses key findings about SARS-CoV-2 and public health measures.,2020-10-20,Science,Doe J; Smith A,medRxiv
Study 1159 on COVID-19 transmission and response,This paper 1159 discusses key findings about SARS-CoV-2 and public health measures.,2020-04-21,Unknown,Doe J; Smith A,PMC
Study 1160 on COVID-19 transmission and response,This paper 1160 discusses key findings about SARS-CoV-2 and public health measures.,2021-03-13,Science,Doe J; Smith A,CZI
Study 1161 on COVID-19 transmission and response,This paper 1161 discusses key findings about SARS-CoV-2 and public health measures.,2020-03-19,The Lancet,Doe J; Smith A,medRxiv
Study 1162 on COVID-19 transmission and response,This paper 1162 discusses key findings about SARS-CoV-2 and public health measures.,2022-03-15,Science,Doe J; Smith A,bioRxiv
Study 1163 on COVID-19 transmission and response,This paper 1163 discusses key findings about SARS-CoV-2 and public health measures.,2021-02-11,Science,Doe J; Smith A,WHO
Study 1164 on COVID-19 transmission and response,This paper 1164 discusses key findings about SARS-CoV-2 and public health measures.,2021-03-17,BMJ,Doe J; Smith A,WHO
Study 1165 on COVID-19 transmission and response,This paper 1165 discusses key findings about SARS-CoV-2 and public health measures.,2019-08-09,Nature,Doe J; Smith A,Elsevier
Study 1166 on COVID-19 transmission and response,This paper 1166 discusses key findings about SARS-CoV-2 and public health measures.,2019-04-26,Science,Doe J; Smith A,medRxiv
Study 1167 on COVID-19 transmission and response,This paper 1167 discusses key findings about SARS-CoV-2 and public health measures.,2020-10-20,Science,Doe J; Smith A,WHO
Study 1168 on COVID-19 transmission and response,This paper 1168 discusses key findings about SARS-CoV-2 and public health measures.,2022-10-20,Cell,Doe J; Smith A,CZI
Study 1169 on COVID-19 transmission and response,This paper 1169 discusses key findings about SARS-CoV-2 and public health measures.,2022-10-20,Nature,Doe J; Smith A,WHO
Study 1170 on COVID-19 transmission and response,This paper 1170 discusses key findings about SARS-CoV-2 and public health measures.,2021-07-13,JAMA,Doe J; Smith A,CZI
Study 1171 on COVID-19 transmission and response,This paper 1171 discusses key findings about SARS-CoV-2 and public health measures.,2021-04-26,Cell,Doe J; Smith A,medRxiv
Study 1172 on COVID-19 transmission and response,This paper 1172 discusses key findings about SARS-CoV-2 and public health measures.,2020-12-06,Unknown,Doe J; Smith A,PMC
Study 1173 on COVID-19 transmission and response,This paper 1173 discusses key findings about SARS-CoV-2 and public health measures.,2019-03-16,Unknown,Doe J; Smith A,Elsevier
Study 1174 on COVID-19 transmission and response,This paper 1174 discusses key findings about SARS-CoV-2 and public health measures.,2019-06-02,The Lancet,Doe J; Smith A,PMC
Study 1175 on COVID-19 transmission and response,This paper 1175 discusses key findings about SARS-CoV-2 and public health measures.,2020-06-08,The Lancet,Doe J; Smith A,bioRxiv
Study 1176 on COVID-19 transmission and response,This paper 1176 discusses key findings about SARS-CoV-2 and public health measures.,2020-09-16,Science,Doe J; Smith A,Elsevier
Study 1177 on COVID-19 transmission and response,This paper 1177 discusses key findings about SARS-CoV-2 and public health measures.,2019-07-14,JAMA,Doe J; Smith A,PMC
Study 1178 on COVID-19 transmission and response,This paper 1178 discusses key findings about SARS-CoV-2 and public health measures.,2020-10-26,The Lancet,Doe J; Smith A,bioRxiv
Study 1179 on COVID-19 transmission and response,This paper 1179 discusses key findings about SARS-CoV-2 and public health measures.,2019-12-17,Nature,Doe J; Smith A,Elsevier
Study 1180 on COVID-19 transmission and response,This paper 1180 discusses key findings about SARS-CoV-2 and public health measures.,2021-05-12,The Lancet,Doe J; Smith A,Elsevier
Study 1181 on COVID-19 transmission and response,This paper 1181 discusses key findings about SARS-CoV-2 and public health measures.,2022-11-12,BMJ,Doe J; Smith A,PMC
Study 1182 on COVID-19 transmission and response,This paper 1182 discusses key findings about SARS-CoV-2 and public health measures.,2021-03-17,Cell,Doe J; Smith A,CZI
Study 1183 on COVID-19 transmission and response,This paper 1183 discusses key findings about SARS-CoV-2 and public health measures.,2020-11-22,Nature,Doe J; Smith A,medRxiv
Study 1184 on COVID-19 transmission and response,This paper 1184 discusses key findings about SARS-CoV-2 and public health measures.,2020-03-08,Nature,Doe J; Smith A,WHO
Study 1185 on COVID-19 transmission and response,This paper 1185 discusses key findings about SARS-CoV-2 and public health measures.,2020-11-16,The Lancet,Doe J; Smith A,Elsevier
Study 1186 on COVID-19 transmission and response,This paper 1186 discusses key findings about SARS-CoV-2 and public health measures.,2019-05-16,Unknown,Doe J; Smith A,bioRxiv
Study 1187 on COVID-19 transmission and response,This paper 1187 discusses key findings about SARS-CoV-2 and public health measures.,2021-12-01,Unknown,Doe J; Smith A,WHO
Study 1188 on COVID-19 transmission and response,This paper 1188 discusses key findings about SARS-CoV-2 and public health measures.,2021-02-25,JAMA,Doe J; Smith A,WHO
Study 1189 on COVID-19 transmission and response,This paper 1189 discusses key findings about SARS-CoV-2 and public health measures.,2019-06-16,Nature,Doe J; Smith A,medRxiv
Study 1190 on COVID-19 transmission and response,This paper 1190 discusses key findings about SARS-CoV-2 and public health measures.,2020-11-07,Nature,Doe J; Smith A,PMC
Study 1191 on COVID-19 transmission and response,This paper 1191 discusses key findings about SARS-CoV-2 and public health measures.,2020-01-18,Unknown,Doe J; Smith A,WHO
Study 1192 on COVID-19 transmission and response,This paper 1192 discusses key findings about SARS-CoV-2 and public health measures.,2019-04-19,JAMA,Doe J; Smith A,bioRxiv
Study 1193 on COVID-19 transmission and response,This paper 1193 discusses key findings about SARS-CoV-2 and public health measures.,2021-02-25,Nature,Doe J; Smith A,CZI
Study 1194 on COVID-19 transmission and response,This paper 1194 discusses key findings about SARS-CoV-2 and public health measures.,2021-04-01,Cell,Doe J; Smith A,CZI
Study 1195 on COVID-19 transmission and response,This paper 1195 discusses key findings about SARS-CoV-2 and public health measures.,2021-05-12,JAMA,Doe J; Smith A,WHO
Study 1196 on COVID-19 transmission and response,This paper 1196 discusses key findings about SARS-CoV-2 and public health measures.,2021-08-05,BMJ,Doe J; Smith A,PMC
Study 1197 on COVID-19 transmission and response,This paper 1197 discusses key findings about SARS-CoV-2 and public health measures.,2022-04-16,JAMA,Doe J; Smith A,PMC
Study 1198 on COVID-19 transmission and response,This paper 1198 discusses key findings about SARS-CoV-2 and public health measures.,2022-02-14,The Lancet,Doe J; Smith A,CZI
Study 1199 on COVID-19 transmission and response,This paper 1199 discusses key findings about SARS-CoV-2 and public health measures.,2021-03-13,Unknown,Doe J; Smith A,bioRxiv
Study 1200 on COVID-19 transmission and response,This paper 1200 discusses key findings about SARS-CoV-2 and public health measures.,2022-12-27,Cell,Doe J; Smith A,CZI
Study 1201 on COVID-19 transmission and response,This paper 1201 discusses key findings about SARS-CoV-2 and public health measures.,2020-12-15,The Lancet,Doe J; Smith A,medRxiv
Study 1202 on COVID-19 transmission and response,This paper 1202 discusses key findings about SARS-CoV-2 and public health measures.,2022-03-12,Cell,Doe J; Smith A,WHO
Study 1203 on COVID-19 transmission and response,This paper 1203 discusses key findings about SARS-CoV-2 and public health measures.,2022-03-02,The Lancet,Doe J; Smith A,medRxiv
Study 1204 on COVID-19 transmission and response,This paper 1204 discusses key findings about SARS-CoV-2 and public health measures.,2021-01-08,JAMA,Doe J; Smith A,CZI
Study 1205 on COVID-19 transmission and response,This paper 1205 discusses key findings about SARS-CoV-2 and public health measures.,2022-12-25,Cell,Doe J; Smith A,bioRxiv
Study 1206 on COVID-19 transmission and response,This paper 1206 discusses key findings about SARS-CoV-2 and public health measures.,2021-09-13,Nature,Doe J; Smith A,WHO
Study 1207 on COVID-19 transmission and response,This paper 1207 discusses key findings about SARS-CoV-2 and public health measures.,2021-10-25,Cell,Doe J; Smith A,medRxiv
Study 1208 on COVID-19 transmission and response,This paper 1208 discusses key findings about SARS-CoV-2 and public health measures.,2020-04-15,The Lancet,Doe J; Smith A,medRxiv
Study 1209 on COVID-19 transmission and response,This paper 1209 discusses key findings about SARS-CoV-2 and public health measures.,2022-08-15,Science,Doe J; Smith A,WHO
Study 1210 on COVID-19 transmission and response,This paper 1210 discusses key findings about SARS-CoV-2 and public health measures.,2021-01-12,JAMA,Doe J; Smith A,medRxiv
Study 1211 on COVID-19 transmission and response,This paper 1211 discusses key findings about SARS-CoV-2 and public health measures.,2022-09-16,Nature,Doe J; Smith A,PMC
Study 1212 on COVID-19 transmission and response,This paper 1212 discusses key findings about SARS-CoV-2 and public health measures.,2020-07-02,Cell,Doe J; Smith A,WHO
Study 1213 on COVID-19 transmission and response,This paper 1213 discusses key findings about SARS-CoV-2 and public health measures.,2022-04-02,The Lancet,Doe J; Smith A,WHO
Study 1214 on COVID-19 transmission and response,This paper 1214 discusses key findings about SARS-CoV-2 and public health measures.,2019-09-13,Unknown,Doe J; Smith A,bioRxiv
Study 1215 on COVID-19 transmission and response,This paper 1215 discusses key findings about SARS-CoV-2 and public health measures.,2019-08-17,Cell,Doe J; Smith A,bioRxiv
Study 1216 on COVID-19 transmission and response,This paper 1216 discusses key findings about SARS-CoV-2 and public health measures.,2021-06-15,The Lancet,Doe J; Smith A,medRxiv
Study 1217 on COVID-19 transmission and response,This paper 1217 discusses key findings about SARS-CoV-2 and public health measures.,2021-03-12,Science,Doe J; Smith A,bioRxiv
Study 1218 on COVID-19 transmission and response,This paper 1218 discusses key findings about SARS-CoV-2 and public health measures.,2022-01-08,BMJ,Doe J; Smith A,bioRxiv
Study 1219 on COVID-19 transmission and response,This paper 1219 discusses key findings about SARS-CoV-2 and public health measures.,2020-12-20,Science,Doe J; Smith A,medRxiv
Study 1220 on COVID-19 transmission and response,This paper 1220 discusses key findings about SARS-CoV-2 and public health measures.,2021-04-17,JAMA,Doe J; Smith A,Elsevier
Study 1221 on COVID-19 transmission and response,This paper 1221 discusses key findings about SARS-CoV-2 and public health measures.,2021-04-02,BMJ,Doe J; Smith A,CZI
Study 1222 on COVID-19 transmission and response,This paper 1222 discusses key findings about SARS-CoV-2 and public health measures.,2022-09-13,Science,Doe J; Smith A,medRxiv
Study 1223 on COVID-19 transmission and response,This paper 1223 discusses key findings about SARS-CoV-2 and public health measures.,2021-04-20,The Lancet,Doe J; Smith A,CZI
Study 1224 on COVID-19 transmission and response,This paper 1224 discusses key findings about SARS-CoV-2 and public health measures.,2020-05-22,Unknown,Doe J; Smith A,CZI
Study 1225 on COVID-19 transmission and response,This paper 1225 discusses key findings about SARS-CoV-2 and public health measures.,2022-09-08,Unknown,Doe J; Smith A,bioRxiv
Study 1226 on COVID-19 transmission and response,This paper 1226 discusses key findings about SARS-CoV-2 and public health measures.,2019-08-25,The Lancet,Doe J; Smith A,PMC
Study 1227 on COVID-19 transmission and response,This paper 1227 discusses key findings about SARS-CoV-2 and public health measures.,2022-08-18,Cell,Doe J; Smith A,PMC
Study 1228 on COVID-19 transmission and response,This paper 1228 discusses key findings about SARS-CoV-2 and public health measures.,2019-01-12,Unknown,Doe J; Smith A,Elsevier
Study 1229 on COVID-19 transmission and response,This paper 1229 discusses key findings about SARS-CoV-2 and public health measures.,2020-06-17,Nature,Doe J; Smith A,Elsevier
Study 1230 on COVID-19 transmission and response,This paper 1230 discusses key findings about SARS-CoV-2 and public health measures.,2022-06-24,Cell,Doe J; Smith A,PMC
Study 1231 on COVID-19 transmission and response,This paper 1231 discusses key findings about SARS-CoV-2 and public health measures.,2021-08-07,Unknown,Doe J; Smith A,WHO
Study 1232 on COVID-19 transmission and response,This paper 1232 discusses key findings about SARS-CoV-2 and public health measures.,2022-02-05,The Lancet,Doe J; Smith A,CZI
Study 1233 on COVID-19 transmission and response,This paper 1233 discusses key findings about SARS-CoV-2 and public health measures.,2021-02-12,Science,Doe J; Smith A,CZI
Study 1234 on COVID-19 transmission and response,This paper 1234 discusses key findings about SARS-CoV-2 and public health measures.,2021-10-03,Cell,Doe J; Smith A,CZI
